,0,1,2,3,4
300,1,0,0,0,0
301,0,0,0,0,1
302,0,0,1,0,0
303,0,0,1,0,0
304,0,0,0,1,0
305,0,0,0,0,1
306,0,0,0,1,0
307,0,0,0,0,1
308,0,0,0,1,0
309,0,0,1,0,0
310,0,1,0,0,0
311,0,0,1,0,0
312,0,1,0,0,0
313,0,0,0,1,0
314,0,0,0,1,0
315,0,0,0,0,1
316,0,0,0,1,0
317,1,0,0,0,0
318,0,0,0,0,1
319,0,0,1,0,0
320,0,0,0,1,0
321,0,1,0,0,0
322,0,0,1,0,0
323,0,1,0,0,0
324,0,0,0,0,1
325,1,0,0,0,0
326,0,0,1,0,0
327,1,0,0,0,0
328,0,0,0,1,0
329,0,0,0,0,1
330,0,1,0,0,0
331,1,0,0,0,0
332,0,0,0,1,0
333,0,0,0,1,0
334,0,0,0,1,0
335,0,0,0,1,0
336,0,1,0,0,0
337,1,0,0,0,0
338,0,0,0,1,0
339,0,1,0,0,0
340,0,0,0,1,0
341,0,0,0,0,1
342,0,1,0,0,0
343,1,0,0,0,0
344,0,0,0,0,1
345,0,1,0,0,0
346,0,0,1,0,0
347,0,0,0,1,0
348,0,0,1,0,0
349,0,1,0,0,0
350,1,0,0,0,0
351,0,0,0,1,0
352,0,0,0,1,0
353,1,0,0,0,0
354,0,0,0,1,0
355,0,1,0,0,0
356,0,0,0,1,0
357,0,0,0,1,0
358,1,0,0,0,0
359,0,1,0,0,0
360,0,0,1,0,0
361,0,0,1,0,0
362,1,0,0,0,0
363,0,0,1,0,0
364,0,0,1,0,0
365,0,0,0,1,0
366,0,0,0,1,0
367,0,1,0,0,0
368,0,0,0,1,0
369,1,0,0,0,0
370,0,0,0,1,0
371,1,0,0,0,0
372,0,0,0,0,1
373,0,0,0,0,1
374,0,0,0,1,0
375,0,0,0,0,1
376,0,0,0,1,0
377,0,1,0,0,0
378,0,0,0,1,0
379,0,0,0,0,1
380,1,0,0,0,0
381,0,0,0,0,1
382,1,0,0,0,0
383,0,0,0,0,1
384,0,0,1,0,0
385,1,0,0,0,0
386,0,0,0,1,0
387,0,0,0,0,1
388,0,1,0,0,0
389,0,0,1,0,0
390,0,0,1,0,0
391,0,1,0,0,0
392,0,0,1,0,0
393,0,0,1,0,0
394,1,0,0,0,0
395,0,0,0,1,0
396,0,0,1,0,0
397,0,0,0,1,0
398,0,0,0,0,1
399,0,0,0,0,1
400,0,1,0,0,0
401,0,0,0,1,0
402,0,0,0,1,0
403,1,0,0,0,0
404,0,1,0,0,0
405,0,0,1,0,0
406,1,0,0,0,0
407,0,0,1,0,0
408,0,1,0,0,0
409,0,1,0,0,0
410,1,0,0,0,0
411,0,0,1,0,0
412,0,1,0,0,0
413,0,0,0,1,0
414,1,0,0,0,0
415,0,0,0,1,0
416,1,0,0,0,0
417,0,1,0,0,0
418,0,0,0,0,1
419,0,0,0,0,1
420,0,0,0,0,1
421,1,0,0,0,0
422,1,0,0,0,0
423,0,0,1,0,0
424,0,1,0,0,0
425,0,0,0,1,0
426,1,0,0,0,0
427,0,1,0,0,0
428,1,0,0,0,0
429,0,0,0,1,0
430,1,0,0,0,0
431,1,0,0,0,0
432,0,0,0,0,1
433,1,0,0,0,0
434,0,0,0,1,0
435,0,0,0,1,0
436,0,1,0,0,0
437,0,1,0,0,0
438,0,0,1,0,0
439,0,0,1,0,0
440,0,0,0,0,1
441,0,0,0,1,0
442,0,1,0,0,0
443,0,0,0,0,1
444,0,0,1,0,0
445,0,0,1,0,0
446,1,0,0,0,0
447,0,0,0,0,1
448,0,0,1,0,0
449,0,0,1,0,0
450,0,0,0,0,1
451,0,0,1,0,0
452,0,1,0,0,0
453,1,0,0,0,0
454,0,0,0,0,1
455,0,0,0,0,1
456,0,0,0,0,1
457,0,0,0,0,1
458,0,0,0,0,1
459,0,1,0,0,0
460,0,0,0,0,1
461,1,0,0,0,0
462,0,1,0,0,0
463,0,1,0,0,0
464,0,1,0,0,0
465,0,0,1,0,0
466,0,0,0,1,0
467,0,0,0,1,0
468,1,0,0,0,0
469,0,0,0,0,1
470,0,0,0,1,0
471,1,0,0,0,0
472,0,1,0,0,0
473,0,0,0,0,1
474,0,0,0,0,1
475,0,0,0,1,0
476,0,0,1,0,0
477,0,1,0,0,0
478,1,0,0,0,0
479,1,0,0,0,0
480,0,0,0,0,1
481,0,0,1,0,0
482,0,1,0,0,0
483,0,0,1,0,0
484,0,0,0,0,1
485,0,1,0,0,0
486,0,1,0,0,0
487,0,0,0,0,1
488,0,0,0,0,1
489,0,0,1,0,0
490,1,0,0,0,0
491,0,1,0,0,0
492,0,0,0,1,0
493,1,0,0,0,0
494,0,1,0,0,0
495,1,0,0,0,0
496,0,0,1,0,0
497,0,1,0,0,0
498,0,0,1,0,0
499,0,0,0,1,0
500,0,0,0,0,1
501,0,0,0,0,1
502,0,0,0,0,1
503,0,1,0,0,0
504,0,0,0,1,0
505,0,0,0,0,1
506,0,0,0,1,0
507,0,0,1,0,0
508,0,0,0,1,0
509,0,0,0,1,0
510,0,1,0,0,0
511,0,1,0,0,0
512,1,0,0,0,0
513,0,0,0,1,0
514,1,0,0,0,0
515,0,0,0,1,0
516,0,0,1,0,0
517,1,0,0,0,0
518,1,0,0,0,0
519,0,0,0,0,1
520,1,0,0,0,0
521,0,1,0,0,0
522,0,1,0,0,0
523,0,0,0,0,1
524,0,0,0,0,1
525,0,0,0,1,0
526,0,0,0,0,1
527,1,0,0,0,0
528,1,0,0,0,0
529,0,0,1,0,0
530,1,0,0,0,0
531,0,0,0,1,0
532,1,0,0,0,0
533,0,1,0,0,0
534,0,0,0,0,1
535,0,1,0,0,0
536,0,1,0,0,0
537,1,0,0,0,0
538,0,1,0,0,0
539,0,0,1,0,0
540,0,0,0,0,1
541,0,0,1,0,0
542,0,1,0,0,0
543,0,0,0,0,1
544,0,0,0,0,1
545,0,0,1,0,0
546,0,0,1,0,0
547,0,0,0,0,1
548,1,0,0,0,0
549,0,0,0,1,0
550,1,0,0,0,0
551,0,0,0,1,0
552,0,0,0,1,0
553,1,0,0,0,0
554,0,0,0,1,0
555,0,1,0,0,0
556,0,0,0,0,1
557,0,1,0,0,0
558,0,0,0,0,1
559,1,0,0,0,0
560,0,1,0,0,0
561,0,0,0,0,1
562,0,1,0,0,0
563,1,0,0,0,0
564,0,0,1,0,0
565,0,1,0,0,0
566,0,0,0,1,0
567,0,0,1,0,0
568,1,0,0,0,0
569,0,1,0,0,0
570,0,0,1,0,0
571,1,0,0,0,0
572,1,0,0,0,0
573,0,0,0,0,1
574,0,0,0,0,1
575,0,0,1,0,0
576,0,1,0,0,0
577,0,0,1,0,0
578,0,0,0,1,0
579,0,1,0,0,0
580,0,0,0,1,0
581,0,0,1,0,0
582,0,0,0,1,0
583,1,0,0,0,0
584,1,0,0,0,0
585,0,1,0,0,0
586,0,0,1,0,0
587,0,0,0,0,1
588,0,1,0,0,0
589,0,0,1,0,0
590,1,0,0,0,0
591,0,0,0,0,1
592,0,0,0,0,1
593,0,0,1,0,0
594,0,0,1,0,0
595,0,0,1,0,0
596,0,0,0,0,1
597,0,0,0,1,0
598,1,0,0,0,0
599,0,0,0,0,1
600,1,0,0,0,0
601,0,0,0,1,0
602,0,0,0,0,1
603,0,0,1,0,0
604,0,1,0,0,0
605,0,0,0,0,1
606,0,0,0,1,0
607,0,1,0,0,0
608,0,0,0,0,1
609,0,0,0,1,0
610,0,1,0,0,0
611,1,0,0,0,0
612,0,0,0,1,0
613,0,1,0,0,0
614,0,1,0,0,0
615,0,0,0,0,1
616,0,0,0,0,1
617,0,0,0,1,0
618,0,1,0,0,0
619,0,0,0,1,0
620,0,1,0,0,0
621,0,1,0,0,0
622,0,0,1,0,0
623,1,0,0,0,0
624,0,0,0,1,0
625,0,1,0,0,0
626,1,0,0,0,0
627,0,1,0,0,0
628,0,1,0,0,0
629,1,0,0,0,0
630,0,0,0,1,0
631,0,0,0,0,1
632,1,0,0,0,0
633,0,0,0,1,0
634,0,0,1,0,0
635,0,0,0,1,0
636,0,0,1,0,0
637,0,0,0,0,1
638,0,0,1,0,0
639,0,1,0,0,0
640,0,0,1,0,0
641,1,0,0,0,0
642,1,0,0,0,0
643,0,0,0,1,0
644,0,1,0,0,0
645,0,0,1,0,0
646,1,0,0,0,0
647,0,1,0,0,0
648,0,0,0,0,1
649,0,0,1,0,0
650,1,0,0,0,0
651,0,0,0,0,1
652,0,1,0,0,0
653,0,1,0,0,0
654,0,1,0,0,0
655,1,0,0,0,0
656,1,0,0,0,0
657,0,0,0,1,0
658,0,0,1,0,0
659,0,0,0,0,1
660,0,0,0,0,1
661,0,0,0,1,0
662,0,1,0,0,0
663,0,0,0,0,1
664,0,0,0,0,1
665,0,0,0,1,0
666,0,0,0,1,0
667,0,0,0,1,0
668,0,1,0,0,0
669,0,0,0,0,1
670,1,0,0,0,0
671,0,0,0,0,1
672,0,0,1,0,0
673,0,0,1,0,0
674,0,0,0,1,0
675,0,0,0,0,1
676,0,0,1,0,0
677,0,0,0,0,1
678,1,0,0,0,0
679,0,1,0,0,0
680,0,0,0,1,0
681,1,0,0,0,0
682,0,1,0,0,0
683,0,0,0,0,1
684,0,1,0,0,0
685,0,0,0,1,0
686,0,0,0,1,0
687,1,0,0,0,0
688,0,0,1,0,0
689,0,0,0,0,1
690,0,0,1,0,0
691,0,1,0,0,0
692,0,1,0,0,0
693,0,1,0,0,0
694,0,1,0,0,0
695,0,1,0,0,0
696,0,0,0,1,0
697,0,1,0,0,0
698,0,0,0,0,1
699,1,0,0,0,0
700,0,1,0,0,0
701,0,0,0,1,0
702,0,1,0,0,0
703,0,0,0,1,0
704,0,0,0,1,0
705,0,0,0,1,0
706,1,0,0,0,0
707,0,0,1,0,0
708,0,0,0,1,0
709,0,0,0,0,1
710,1,0,0,0,0
711,0,0,0,1,0
712,0,0,1,0,0
713,1,0,0,0,0
714,0,0,0,0,1
715,0,0,1,0,0
716,0,0,1,0,0
717,1,0,0,0,0
718,0,1,0,0,0
719,0,0,1,0,0
720,0,0,0,1,0
721,0,0,0,1,0
722,0,0,1,0,0
723,0,0,0,0,1
724,0,0,0,0,1
725,0,0,0,0,1
726,0,0,0,1,0
727,0,0,0,0,1
728,0,0,0,0,1
729,0,0,0,0,1
730,0,0,1,0,0
731,0,0,0,0,1
732,1,0,0,0,0
733,0,0,0,1,0
734,0,0,0,0,1
735,0,0,0,1,0
736,0,0,0,1,0
737,0,0,0,1,0
738,0,0,0,1,0
739,0,0,0,1,0
740,1,0,0,0,0
741,0,1,0,0,0
742,0,0,0,1,0
743,0,0,1,0,0
744,0,0,1,0,0
745,0,0,1,0,0
746,1,0,0,0,0
747,0,0,0,1,0
748,1,0,0,0,0
749,0,0,1,0,0
750,0,0,0,1,0
751,0,0,0,1,0
752,1,0,0,0,0
753,1,0,0,0,0
754,1,0,0,0,0
755,0,1,0,0,0
756,0,0,1,0,0
757,0,0,0,0,1
758,0,0,0,0,1
759,0,0,0,0,1
760,0,0,1,0,0
761,0,0,1,0,0
762,0,0,1,0,0
763,0,0,0,1,0
764,0,1,0,0,0
765,1,0,0,0,0
766,0,0,1,0,0
767,0,1,0,0,0
768,1,0,0,0,0
769,0,0,0,1,0
770,0,0,0,0,1
771,0,0,0,1,0
772,0,1,0,0,0
773,0,0,1,0,0
774,0,0,1,0,0
775,0,0,0,0,1
776,0,0,1,0,0
777,1,0,0,0,0
778,0,0,0,1,0
779,0,0,0,1,0
780,0,0,1,0,0
781,0,0,0,1,0
782,0,0,0,1,0
783,0,0,0,1,0
784,0,0,0,1,0
785,0,1,0,0,0
786,0,1,0,0,0
787,0,0,0,1,0
788,0,1,0,0,0
789,0,0,0,0,1
790,0,0,1,0,0
791,0,1,0,0,0
792,0,0,0,1,0
793,0,1,0,0,0
794,0,0,0,0,1
795,0,1,0,0,0
796,0,0,0,1,0
797,1,0,0,0,0
798,0,1,0,0,0
799,0,0,1,0,0
800,1,0,0,0,0
801,0,1,0,0,0
802,0,0,1,0,0
803,0,0,0,0,1
804,0,0,0,0,1
805,0,0,0,1,0
806,0,0,0,0,1
807,0,1,0,0,0
808,0,0,0,0,1
809,0,0,1,0,0
810,0,0,1,0,0
811,0,0,0,1,0
812,0,1,0,0,0
813,0,0,1,0,0
814,1,0,0,0,0
815,0,1,0,0,0
816,0,0,1,0,0
817,0,0,0,1,0
818,0,0,1,0,0
819,0,0,1,0,0
820,0,0,0,0,1
821,0,0,1,0,0
822,0,1,0,0,0
823,0,0,0,0,1
824,0,0,1,0,0
825,0,0,0,0,1
826,1,0,0,0,0
827,1,0,0,0,0
828,0,0,0,1,0
829,1,0,0,0,0
830,0,1,0,0,0
831,1,0,0,0,0
832,0,0,1,0,0
833,0,0,1,0,0
834,0,0,0,1,0
835,0,0,1,0,0
836,0,0,0,1,0
837,0,0,0,1,0
838,1,0,0,0,0
839,0,1,0,0,0
840,0,0,1,0,0
841,0,1,0,0,0
842,1,0,0,0,0
843,0,0,1,0,0
844,0,1,0,0,0
845,0,0,0,0,1
846,0,0,0,0,1
847,0,0,0,0,1
848,0,0,0,0,1
849,1,0,0,0,0
850,0,0,1,0,0
851,1,0,0,0,0
852,1,0,0,0,0
853,1,0,0,0,0
854,0,0,1,0,0
855,0,0,0,0,1
856,0,0,0,0,1
857,0,0,0,1,0
858,0,0,1,0,0
859,0,1,0,0,0
860,1,0,0,0,0
861,1,0,0,0,0
862,0,0,0,0,1
863,1,0,0,0,0
864,0,0,0,0,1
865,1,0,0,0,0
866,0,0,0,0,1
867,0,0,1,0,0
868,0,0,0,0,1
869,0,0,1,0,0
870,0,0,0,0,1
871,0,1,0,0,0
872,1,0,0,0,0
873,1,0,0,0,0
874,0,0,0,1,0
875,1,0,0,0,0
876,0,0,0,0,1
877,0,0,1,0,0
878,1,0,0,0,0
879,1,0,0,0,0
880,0,1,0,0,0
881,0,0,0,0,1
882,0,0,0,1,0
883,0,0,0,1,0
884,0,0,0,1,0
885,0,0,0,0,1
886,1,0,0,0,0
887,0,0,1,0,0
888,1,0,0,0,0
889,0,0,0,0,1
890,1,0,0,0,0
891,0,0,1,0,0
892,1,0,0,0,0
893,0,1,0,0,0
894,0,1,0,0,0
895,1,0,0,0,0
896,0,0,1,0,0
897,0,0,1,0,0
898,0,0,0,1,0
899,0,0,0,0,1
900,0,0,0,1,0
901,0,0,1,0,0
902,1,0,0,0,0
903,0,0,0,1,0
904,0,0,0,1,0
905,0,0,0,0,1
906,0,1,0,0,0
907,0,0,0,0,1
908,0,0,0,1,0
909,0,1,0,0,0
910,1,0,0,0,0
911,0,0,0,0,1
912,0,0,1,0,0
913,1,0,0,0,0
914,0,0,0,1,0
915,1,0,0,0,0
916,0,0,0,1,0
917,0,0,0,1,0
918,0,0,1,0,0
919,1,0,0,0,0
920,0,0,0,1,0
921,0,0,0,0,1
922,0,1,0,0,0
923,0,0,0,0,1
924,0,0,0,0,1
925,0,0,0,1,0
926,0,0,0,1,0
927,1,0,0,0,0
928,0,0,1,0,0
929,1,0,0,0,0
930,0,0,0,1,0
931,1,0,0,0,0
932,0,0,1,0,0
933,0,1,0,0,0
934,0,0,0,0,1
935,0,1,0,0,0
936,0,1,0,0,0
937,0,0,1,0,0
938,0,0,1,0,0
939,0,0,0,1,0
940,0,0,0,1,0
941,0,1,0,0,0
942,0,1,0,0,0
943,0,1,0,0,0
944,0,1,0,0,0
945,0,0,0,1,0
946,0,1,0,0,0
947,0,0,0,1,0
948,0,0,0,1,0
949,0,1,0,0,0
950,0,0,0,1,0
951,0,1,0,0,0
952,1,0,0,0,0
953,0,1,0,0,0
954,0,0,0,0,1
955,0,0,1,0,0
956,1,0,0,0,0
957,1,0,0,0,0
958,0,1,0,0,0
959,0,1,0,0,0
960,0,1,0,0,0
961,1,0,0,0,0
962,1,0,0,0,0
963,0,0,1,0,0
964,0,0,0,0,1
965,0,0,0,1,0
966,0,0,0,1,0
967,0,1,0,0,0
968,0,1,0,0,0
969,0,0,1,0,0
970,1,0,0,0,0
971,0,0,0,0,1
972,0,0,0,0,1
973,0,0,0,0,1
974,0,0,1,0,0
975,0,0,0,1,0
976,0,0,1,0,0
977,1,0,0,0,0
978,0,0,1,0,0
979,0,1,0,0,0
980,0,1,0,0,0
981,1,0,0,0,0
982,0,1,0,0,0
983,0,0,0,0,1
984,0,0,0,0,1
985,0,0,1,0,0
986,0,1,0,0,0
987,0,0,1,0,0
988,0,0,1,0,0
989,0,0,0,0,1
990,0,0,0,1,0
991,0,1,0,0,0
992,0,1,0,0,0
993,0,0,1,0,0
994,0,0,0,0,1
995,1,0,0,0,0
996,0,0,1,0,0
997,1,0,0,0,0
998,0,0,0,0,1
999,0,1,0,0,0
1000,0,0,1,0,0
1001,1,0,0,0,0
1002,0,0,0,0,1
1003,0,1,0,0,0
1004,0,0,0,0,1
1005,0,0,1,0,0
1006,0,0,0,1,0
1007,1,0,0,0,0
1008,0,0,1,0,0
1009,0,1,0,0,0
1010,0,0,1,0,0
1011,0,1,0,0,0
1012,0,0,0,1,0
1013,0,1,0,0,0
1014,1,0,0,0,0
1015,0,0,0,1,0
1016,0,0,1,0,0
1017,1,0,0,0,0
1018,0,0,0,1,0
1019,0,0,1,0,0
1020,0,0,1,0,0
1021,0,0,1,0,0
1022,0,0,1,0,0
1023,0,1,0,0,0
1024,0,0,0,0,1
1025,0,0,0,1,0
1026,0,0,0,0,1
1027,1,0,0,0,0
1028,0,0,0,0,1
1029,0,0,0,1,0
1030,1,0,0,0,0
1031,0,0,1,0,0
1032,0,0,0,0,1
1033,1,0,0,0,0
1034,1,0,0,0,0
1035,0,0,1,0,0
1036,0,1,0,0,0
1037,0,1,0,0,0
1038,0,1,0,0,0
1039,0,1,0,0,0
1040,0,1,0,0,0
1041,0,0,0,1,0
1042,1,0,0,0,0
1043,0,0,1,0,0
1044,0,0,0,1,0
1045,0,0,1,0,0
1046,0,0,1,0,0
1047,0,0,0,1,0
1048,1,0,0,0,0
1049,0,0,0,1,0
1050,0,0,0,1,0
1051,0,0,1,0,0
1052,0,0,0,0,1
1053,0,0,0,1,0
1054,0,1,0,0,0
1055,0,0,0,1,0
1056,0,0,0,0,1
1057,0,1,0,0,0
1058,0,0,0,1,0
1059,0,0,0,0,1
1060,0,0,0,1,0
1061,0,0,1,0,0
1062,0,1,0,0,0
1063,0,1,0,0,0
1064,0,0,0,1,0
1065,0,0,0,1,0
1066,0,0,1,0,0
1067,1,0,0,0,0
1068,0,1,0,0,0
1069,1,0,0,0,0
1070,0,0,1,0,0
1071,0,0,0,0,1
1072,0,1,0,0,0
1073,1,0,0,0,0
1074,0,0,1,0,0
1075,0,1,0,0,0
1076,1,0,0,0,0
1077,0,0,1,0,0
1078,1,0,0,0,0
1079,1,0,0,0,0
1080,0,1,0,0,0
1081,0,0,0,0,1
1082,1,0,0,0,0
1083,0,0,1,0,0
1084,0,0,1,0,0
1085,0,1,0,0,0
1086,0,1,0,0,0
1087,1,0,0,0,0
1088,0,0,0,1,0
1089,1,0,0,0,0
1090,1,0,0,0,0
1091,1,0,0,0,0
1092,0,0,0,0,1
1093,0,0,1,0,0
1094,0,1,0,0,0
1095,0,0,0,0,1
1096,0,0,0,0,1
1097,1,0,0,0,0
1098,0,0,1,0,0
1099,0,0,1,0,0
1100,0,1,0,0,0
1101,0,0,1,0,0
1102,0,0,1,0,0
1103,0,0,0,0,1
1104,0,0,0,0,1
1105,0,1,0,0,0
1106,0,0,0,0,1
1107,0,0,0,0,1
1108,0,0,0,1,0
1109,0,0,0,0,1
1110,1,0,0,0,0
1111,0,0,1,0,0
1112,0,0,0,1,0
1113,0,0,1,0,0
1114,0,0,1,0,0
1115,0,0,0,1,0
1116,0,1,0,0,0
1117,0,1,0,0,0
1118,1,0,0,0,0
1119,0,0,0,1,0
1120,0,0,1,0,0
1121,0,0,0,0,1
1122,0,0,1,0,0
1123,0,1,0,0,0
1124,0,0,0,1,0
1125,0,1,0,0,0
1126,0,0,0,0,1
1127,1,0,0,0,0
1128,0,0,1,0,0
1129,0,0,0,1,0
1130,0,1,0,0,0
1131,0,0,0,1,0
1132,0,0,1,0,0
1133,0,0,1,0,0
1134,0,0,1,0,0
1135,0,0,1,0,0
1136,0,0,0,1,0
1137,0,0,0,0,1
1138,0,0,1,0,0
1139,0,0,0,0,1
1140,1,0,0,0,0
1141,0,0,0,1,0
1142,0,0,1,0,0
1143,0,1,0,0,0
1144,0,0,0,0,1
1145,0,0,0,0,1
1146,0,0,0,1,0
1147,0,1,0,0,0
1148,0,0,0,1,0
1149,0,0,0,1,0
1150,0,0,0,1,0
1151,1,0,0,0,0
